E:\绿色专利（房东）\2017\201710.xlsx,green_no:25236,total_no:240049
E:\绿色专利（房东）\incopat\2020\12\32.xls,green_no:1167,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\27.xls,green_no:1170,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\6.xls,green_no:997,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\26.xls,green_no:1440,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\33.xls,green_no:1322,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\21.xls,green_no:935,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\7.xls,green_no:997,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\3.xls,green_no:1384,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\23.xls,green_no:930,total_no:8723
E:\绿色专利（房东）\incopat\2020\12\5.xls,green_no:1097,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\40.xls,green_no:1239,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\41.xls,green_no:952,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\42.xls,green_no:927,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\29.xls,green_no:1041,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\17.xls,green_no:1108,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\24.xls,green_no:1148,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\25.xls,green_no:1336,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\4.xls,green_no:1232,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\37.xls,green_no:1042,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\39.xls,green_no:1172,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\38.xls,green_no:1042,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\36.xls,green_no:1005,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\22.xls,green_no:862,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\20.xls,green_no:1097,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\16.xls,green_no:875,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\18.xls,green_no:1147,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\19.xls,green_no:1170,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\35.xls,green_no:1172,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\34.xls,green_no:1307,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\2.xls,green_no:1258,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\31.xls,green_no:1210,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\14.xls,green_no:1282,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\13.xls,green_no:1357,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\11.xls,green_no:1104,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\12.xls,green_no:1156,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\15.xls,green_no:1218,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\10.xls,green_no:1262,total_no:10000
E:\绿色专利（房东）\incopat\2020\12\1.xls,green_no:1216,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\3.xls,green_no:1250,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\31.xls,green_no:1344,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\7.xls,green_no:1045,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\8.xls,green_no:1153,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\30.xls,green_no:1120,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\26.xls,green_no:1004,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\9.xls,green_no:1100,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\25.xls,green_no:1123,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\19.xls,green_no:1155,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\29.xls,green_no:1143,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\41.xls,green_no:467,total_no:4159
E:\绿色专利（房东）\incopat\2020\11\5.xls,green_no:939,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\28.xls,green_no:1188,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\40.xls,green_no:840,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\4.xls,green_no:1076,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\6.xls,green_no:1137,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\24.xls,green_no:1019,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\27.xls,green_no:1012,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\23.xls,green_no:1001,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\39.xls,green_no:941,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\22.xls,green_no:1125,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\38.xls,green_no:1012,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\37.xls,green_no:1207,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\2.xls,green_no:1284,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\36.xls,green_no:1135,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\35.xls,green_no:926,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\34.xls,green_no:958,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\21.xls,green_no:1338,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\33.xls,green_no:1012,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\32.xls,green_no:1080,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\20.xls,green_no:1271,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\18.xls,green_no:354,total_no:3130
E:\绿色专利（房东）\incopat\2020\11\17.xls,green_no:873,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\16.xls,green_no:938,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\13.xls,green_no:950,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\14.xls,green_no:1194,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\12.xls,green_no:966,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\15.xls,green_no:1077,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\11.xls,green_no:1220,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\10.xls,green_no:1255,total_no:10000
E:\绿色专利（房东）\incopat\2020\11\1.xls,green_no:1196,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\10.xls,green_no:1030,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\21.xls,green_no:914,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\20.xls,green_no:976,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\24.xls,green_no:1197,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\23.xls,green_no:1025,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\8.xls,green_no:1015,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\7.xls,green_no:993,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\11.xls,green_no:1023,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\17.xls,green_no:1310,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\9.xls,green_no:1262,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\19.xls,green_no:991,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\6.xls,green_no:1030,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\2.xls,green_no:1092,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\5.xls,green_no:1001,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\32.xls,green_no:973,total_no:9298
E:\绿色专利（房东）\incopat\2020\10\18.xls,green_no:1014,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\16.xls,green_no:1276,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\31.xls,green_no:1140,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\4.xls,green_no:1370,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\30.xls,green_no:1136,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\15.xls,green_no:1117,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\12.xls,green_no:976,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\1.xls,green_no:1172,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\29.xls,green_no:764,total_no:7066
E:\绿色专利（房东）\incopat\2020\10\14.xls,green_no:1076,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\28.xls,green_no:936,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\13.xls,green_no:1254,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\3.xls,green_no:1344,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\26.xls,green_no:977,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\27.xls,green_no:870,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\25.xls,green_no:917,total_no:10000
E:\绿色专利（房东）\incopat\2020\10\22.xls,green_no:1030,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (2).xls,green_no:346,total_no:2889
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (15).xls,green_no:1281,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (14).xls,green_no:942,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (13).xls,green_no:980,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (11).xls,green_no:1254,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (12).xls,green_no:1089,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (10).xls,green_no:1027,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0916-0930\0916-0930 (1).xls,green_no:1206,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (15).xls,green_no:1181,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (1).xls,green_no:967,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (14).xls,green_no:1316,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (12).xls,green_no:1266,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (9).xls,green_no:1210,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (11).xls,green_no:1281,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (7).xls,green_no:1040,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (8).xls,green_no:1222,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (6).xls,green_no:1014,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (5).xls,green_no:1025,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (13).xls,green_no:1236,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (10).xls,green_no:1275,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (4).xls,green_no:1004,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (2).xls,green_no:1041,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (3).xls,green_no:992,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (19).xls,green_no:971,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (18).xls,green_no:988,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (17).xls,green_no:964,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\0901-0915\0901-0915 (16).xls,green_no:435,total_no:4140
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (20).xls,green_no:993,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (18).xls,green_no:1214,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (19).xls,green_no:1126,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (9).xls,green_no:940,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (17).xls,green_no:1192,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (16).xls,green_no:1134,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (8).xls,green_no:1140,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (7).xls,green_no:1411,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (5).xls,green_no:1021,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (6).xls,green_no:1171,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (4).xls,green_no:896,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (3).xls,green_no:910,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (25).xls,green_no:921,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (24).xls,green_no:1298,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (23).xls,green_no:1008,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (22).xls,green_no:960,total_no:10000
E:\绿色专利（房东）\incopat\2020\09\09\0916-0930\0916-0930 (21).xls,green_no:1012,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (17).xls,green_no:1015,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (16).xls,green_no:1093,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (11).xls,green_no:1161,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (9).xls,green_no:1205,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (15).xls,green_no:1052,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (8).xls,green_no:1241,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (14).xls,green_no:1056,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (7).xls,green_no:1216,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (6).xls,green_no:1303,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (1).xls,green_no:859,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (13).xls,green_no:1166,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (5).xls,green_no:1309,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (12).xls,green_no:1087,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (3).xls,green_no:279,total_no:2520
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (4).xls,green_no:1135,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (7).xls,green_no:1218,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (6).xls,green_no:83,total_no:574
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (21).xls,green_no:911,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (10).xls,green_no:1229,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (2).xls,green_no:953,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (20).xls,green_no:969,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (19).xls,green_no:983,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (9).xls,green_no:1145,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (8).xls,green_no:1330,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0816-0831 (18).xls,green_no:1008,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (5).xls,green_no:953,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (4).xls,green_no:1006,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (3).xls,green_no:1029,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (17).xls,green_no:1092,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (16).xls,green_no:1182,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (2).xls,green_no:1276,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (15).xls,green_no:1238,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (14).xls,green_no:1240,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (11).xls,green_no:1108,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (12).xls,green_no:1076,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (10).xls,green_no:961,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (1).xls,green_no:904,total_no:10000
E:\绿色专利（房东）\incopat\2020\08\0801-0815 (13).xls,green_no:1048,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\28.xls,green_no:1057,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\27.xls,green_no:1083,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\25.xls,green_no:1263,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\26.xls,green_no:1293,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\9.xls,green_no:1189,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\8.xls,green_no:1021,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\21.xls,green_no:1076,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\2.xls,green_no:1311,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\7.xls,green_no:1060,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\22.xls,green_no:1213,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\5.xls,green_no:1012,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\24.xls,green_no:818,total_no:7355
E:\绿色专利（房东）\incopat\2020\06\6.xls,green_no:1191,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\23.xls,green_no:937,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\4.xls,green_no:1215,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\35.xls,green_no:342,total_no:3452
E:\绿色专利（房东）\incopat\2020\06\37.xls,green_no:1015,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\20.xls,green_no:956,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\36.xls,green_no:1121,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\15.xls,green_no:1443,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\14.xls,green_no:1286,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\34.xls,green_no:1047,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\19.xls,green_no:953,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\33.xls,green_no:1104,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\32.xls,green_no:1266,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\18.xls,green_no:982,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\30.xls,green_no:1036,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\3.xls,green_no:1342,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\31.xls,green_no:1218,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\17.xls,green_no:966,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\16.xls,green_no:1215,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\29.xls,green_no:1141,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\13.xls,green_no:1094,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\12.xls,green_no:1192,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\11.xls,green_no:984,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\10.xls,green_no:922,total_no:10000
E:\绿色专利（房东）\incopat\2020\06\1.xls,green_no:1221,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\22.xls,green_no:1380,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\23.xls,green_no:980,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\15.xls,green_no:1093,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\9.xls,green_no:1126,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\24.xls,green_no:1120,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\16.xls,green_no:922,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\20.xls,green_no:795,total_no:8002
E:\绿色专利（房东）\incopat\2020\05\8.xls,green_no:863,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\21.xls,green_no:1248,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\7.xls,green_no:1125,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\6.xls,green_no:1039,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\4.xls,green_no:1005,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\5.xls,green_no:1203,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\10.xls,green_no:172,total_no:1625
E:\绿色专利（房东）\incopat\2020\05\19.xls,green_no:1063,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\17.xls,green_no:989,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\2.xls,green_no:1272,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\34.xls,green_no:425,total_no:3846
E:\绿色专利（房东）\incopat\2020\05\14.xls,green_no:1114,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\33.xls,green_no:1064,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\1.xls,green_no:1108,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\32.xls,green_no:1021,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\31.xls,green_no:963,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\30.xls,green_no:1092,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\18.xls,green_no:1058,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\3.xls,green_no:1262,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\13.xls,green_no:1223,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\12.xls,green_no:1224,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\29.xls,green_no:1229,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\11.xls,green_no:954,total_no:8375
E:\绿色专利（房东）\incopat\2020\05\28.xls,green_no:1075,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\27.xls,green_no:1183,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\26.xls,green_no:956,total_no:10000
E:\绿色专利（房东）\incopat\2020\05\25.xls,green_no:1162,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\19.xls,green_no:1098,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\26.xls,green_no:1121,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\24.xls,green_no:1215,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\25.xls,green_no:1284,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\22.xls,green_no:1188,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\8.xls,green_no:1015,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\9.xls,green_no:1038,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\14.xls,green_no:1267,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\20.xls,green_no:974,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\1.xls,green_no:1270,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\7.xls,green_no:1062,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\23.xls,green_no:1109,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\6.xls,green_no:1281,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\10.xls,green_no:405,total_no:4084
E:\绿色专利（房东）\incopat\2020\04\35.xls,green_no:214,total_no:2031
E:\绿色专利（房东）\incopat\2020\04\21.xls,green_no:1047,total_no:10000
E:\绿色专利（房东）\incopat\2020\04\4.xls,green_no:1082,total_no:10000
